Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category,norm_votes,norm_rating,Score,Explanation
The Whippet,189,Randburg,27.991791,-26.14026,cafe,200,No,No,No,3,4.3,618,South Africa,cafe,Low,0.06392883004034344,0.86,0.621178649012103,"Matched on cafe cuisine, Low budget in South Africa with rating 4.3"
PitStop BrewPub,1,Gurgaon,77.0715571,28.4621449,"continental, italian, north indian, mughlai",1250,Yes,No,No,3,4.4,166,India,continental,High,0.017171821661322022,0.8800000000000001,0.6211515464983965,"Matched on continental cuisine, High budget in India with rating 4.4"
Puppychino,1,New Delhi,77.2155012,28.5492042,"cafe, continental, italian",1000,No,Yes,No,3,4.4,165,India,cafe,High,0.01706837695251888,0.8800000000000001,0.6211205130857557,"Matched on cafe cuisine, High budget in India with rating 4.4"
Tony's,1,New Delhi,77.201128,28.6919997,fast food,200,No,Yes,No,1,4.4,163,India,fast food,Low,0.016861487534912588,0.8800000000000001,0.6210584462604738,"Matched on fast food cuisine, Low budget in India with rating 4.4"
Little Penang,148,Wellington City,174.777091,-41.291901,malaysian,50,No,No,No,3,4.4,161,New Zealand,malaysian,Low,0.0166545981173063,0.8800000000000001,0.6209963794351919,"Matched on malaysian cuisine, Low budget in New Zealand with rating 4.4"
Cafe Gatherings,1,Gurgaon,77.0875226,28.4622589,"cafe, continental",750,No,Yes,No,2,4.4,161,India,cafe,High,0.0166545981173063,0.8800000000000001,0.6209963794351919,"Matched on cafe cuisine, High budget in India with rating 4.4"
My Sugar,189,Cape Town,18.382759,-33.921692,"cafe, patisserie, bakery, desserts",125,No,No,No,2,4.4,157,South Africa,cafe,Low,0.01624081928209372,0.8800000000000001,0.6208722457846281,"Matched on cafe cuisine, Low budget in South Africa with rating 4.4"
Ghar Bistro Cafe,1,New Delhi,77.1176775,28.6464612,"continental, north indian, chinese, mughlai, asian",800,Yes,No,No,2,4.4,153,India,continental,High,0.015827040446881144,0.8800000000000001,0.6207481121340643,"Matched on continental cuisine, High budget in India with rating 4.4"
Geet Indian Restaurant,189,Pretoria,28.235482,-25.771335,indian,320,No,No,No,4,4.4,147,South Africa,indian,Medium,0.015206372194062274,0.8800000000000001,0.6205619116582187,"Matched on indian cuisine, Medium budget in South Africa with rating 4.4"
The Classroom,1,Gurgaon,77.0627425,28.4681949,"north indian, italian, parsi, asian, kerala",1200,Yes,No,No,3,4.4,146,India,north indian,High,0.015102927485259128,0.8800000000000001,0.6205308782455777,"Matched on north indian cuisine, High budget in India with rating 4.4"
Belfrance Luxury Chocolates,1,Ludhiana,75.82181666,30.893244,"cafe, continental, italian, bakery",1100,No,No,No,3,4.4,138,India,cafe,High,0.01427536981483397,0.8800000000000001,0.6202826109444501,"Matched on cafe cuisine, High budget in India with rating 4.4"
Pizza Hut,1,Agra,78.03471389,27.16169444,"italian, pizza",700,No,No,No,2,4.4,134,India,italian,High,0.013861590979621393,0.8800000000000001,0.6201584772938864,"Matched on italian cuisine, High budget in India with rating 4.4"
Ceviz Aï¿½ï¿½acÛ±,208,ï¿½ï¿½stanbul,29.04129725,41.00984672,"world cuisine, patisserie, cafe",105,No,No,No,3,4.2,1034,Turkey,world cuisine,Low,0.10696182890245164,0.8400000000000001,0.6200885486707355,"Matched on world cuisine cuisine, Low budget in Turkey with rating 4.2"
Dï¿½_veroï¿½ï¿½lu,208,Ankara,32.84274167,39.92253611,"kebab, desserts, turkish pizza",70,No,No,No,3,4.4,131,Turkey,kebab,Low,0.013551256853211959,0.8800000000000001,0.6200653770559635,"Matched on kebab cuisine, Low budget in Turkey with rating 4.4"
The Woking Mama,1,Guwahati,0.0,0.0,"chinese, thai, japanese, asian",1300,No,No,No,3,4.4,129,India,chinese,High,0.013344367435605669,0.8800000000000001,0.6200033102306817,"Matched on chinese cuisine, High budget in India with rating 4.4"
Wood Box Cafe,1,New Delhi,77.1688719,28.5886682,"cafe, fast food, italian, chinese",850,Yes,Yes,No,2,4.1,1479,India,cafe,High,0.15299472431985103,0.82,0.6198984172959553,"Matched on cafe cuisine, High budget in India with rating 4.1"
Hippopotamus - Museum Hotel,148,Wellington City,174.782427,-41.291774,"french, kiwi",200,No,No,No,4,4.4,125,New Zealand,french,Low,0.01293058860039309,0.8800000000000001,0.6198791765801179,"Matched on french cuisine, Low budget in New Zealand with rating 4.4"
Christian and Jake's Bistro,216,Dalton,-84.926258,34.474635,"desserts, sandwich",10,No,No,No,1,4.4,122,United States,desserts,Low,0.012620254473983655,0.8800000000000001,0.6197860763421951,"Matched on desserts cuisine, Low budget in United States with rating 4.4"
Cafemiz,208,Ankara,32.86568333,39.89787222,"world cuisine, mexican, italian",150,No,No,No,4,4.4,115,Turkey,world cuisine,Low,0.011896141512361643,0.8800000000000001,0.6195688424537085,"Matched on world cuisine cuisine, Low budget in Turkey with rating 4.4"
La Pino'z Pizza,1,Ahmedabad,72.5124872,23.0382314,"pizza, italian",500,No,Yes,No,2,4.4,113,India,pizza,Medium,0.011689252094755354,0.8800000000000001,0.6195067756284266,"Matched on pizza cuisine, Medium budget in India with rating 4.4"
Big City Bread Cafe,216,Athens,-83.384004,33.959392,"breakfast, sandwich",10,No,No,No,1,4.3,558,United States,breakfast,Low,0.05772214751215475,0.86,0.6193166442536464,"Matched on breakfast cuisine, Low budget in United States with rating 4.3"
Bittercreek Ale House,216,Boise,-116.2022,43.6167,"american, bar food",25,No,No,No,2,4.3,555,United States,american,Low,0.05741181338574532,0.86,0.6192235440157235,"Matched on american cuisine, Low budget in United States with rating 4.3"
Maharaja Bhog,214,Dubai,55.30919038,25.25124063,"indian, rajasthani",90,Yes,Yes,No,2,4.1,1448,UAE,indian,Low,0.14978793834695356,0.82,0.618936381504086,"Matched on indian cuisine, Low budget in UAE with rating 4.1"
Grub Shack,214,Dubai,55.32548446,25.22931113,"goan, chinese, indian, north indian",130,Yes,Yes,No,3,4.3,544,UAE,goan,Low,0.05627392158891073,0.86,0.6188821764766732,"Matched on goan cuisine, Low budget in UAE with rating 4.3"
The Smokehouse and Grill,189,Sandton,28.014749,-26.021362,steak,300,No,No,No,4,4.4,90,South Africa,steak,Medium,0.009310023792283025,0.8800000000000001,0.6187930071376849,"Matched on steak cuisine, Medium budget in South Africa with rating 4.4"
The Black Bamboo,189,Pretoria,28.270627,-25.780358,continental,600,No,No,No,4,4.4,84,South Africa,continental,Medium,0.008689355539464157,0.8800000000000001,0.6186068066618392,"Matched on continental cuisine, Medium budget in South Africa with rating 4.4"
Dilli BC,1,New Delhi,77.2036117,28.5325807,"north indian, mughlai",700,No,Yes,No,2,4.4,84,India,north indian,High,0.008689355539464157,0.8800000000000001,0.6186068066618392,"Matched on north indian cuisine, High budget in India with rating 4.4"
The Mad Teapot/The Wishing Chair,1,Gurgaon,77.0994781,28.4476522,"cafe, italian, bakery",1000,Yes,No,No,3,4.4,83,India,cafe,High,0.008585910830661011,0.8800000000000001,0.6185757732491983,"Matched on cafe cuisine, High budget in India with rating 4.4"
Django,216,Des Moines,-93.629436,41.584027,french,40,No,No,No,3,4.3,532,United States,french,Low,0.05503258508327299,0.86,0.6185097755249819,"Matched on french cuisine, Low budget in United States with rating 4.3"
Chhalava - ï¿½__Lava,1,New Delhi,77.2434183,28.5336924,"north indian, italian, continental",1200,Yes,No,No,3,4.4,80,India,north indian,High,0.008275576704251577,0.8800000000000001,0.6184826730112755,"Matched on north indian cuisine, High budget in India with rating 4.4"
United Kitchens of India,1,Hyderabad,78.40749498,17.42622756,"north indian, andhra, chettinad, bengali, mughlai, chinese",1100,Yes,No,No,3,4.1,1431,India,north indian,High,0.1480293782973001,0.82,0.61840881348919,"Matched on north indian cuisine, High budget in India with rating 4.1"
Mekong - Hotel GreenPark,1,Vizag,83.307073,17.715819,"chinese, thai, burmese, vietnamese, tibetan, japanese",1300,No,No,No,3,4.4,73,India,chinese,High,0.007551463742629564,0.8800000000000001,0.6182654391227889,"Matched on chinese cuisine, High budget in India with rating 4.4"
YÛ±ldÛ±z Aspava,208,Ankara,32.86660833,39.90656944,"kebab, turkish pizza, dï¿½_ner",50,No,No,No,2,4.4,72,Turkey,kebab,Low,0.00744801903382642,0.8800000000000001,0.6182344057101479,"Matched on kebab cuisine, Low budget in Turkey with rating 4.4"
Giani's di Hatti,1,New Delhi,77.2233575,28.6579744,"ice cream, mithai, north indian, street food",150,No,No,No,1,4.3,521,India,ice cream,Low,0.0538946932864384,0.86,0.6181684079859315,"Matched on ice cream cuisine, Low budget in India with rating 4.3"
Vine - The St. Regis,166,Doha,51.530127,25.350325,international,550,No,No,No,4,4.4,67,Qatar,international,Medium,0.006930795489810696,0.8800000000000001,0.6180792386469433,"Matched on international cuisine, Medium budget in Qatar with rating 4.4"
The Last Mughal (TLM),1,New Delhi,77.2136148,28.5491141,"north indian, mughlai",750,No,Yes,No,2,4.4,52,India,north indian,High,0.005379124857763525,0.8800000000000001,0.6176137374573291,"Matched on north indian cuisine, High budget in India with rating 4.4"
Cafe Yell,1,New Delhi,77.2301869,28.5735944,"cafe, continental, italian",1000,Yes,No,No,3,4.4,50,India,cafe,High,0.005172235440157236,0.8800000000000001,0.6175516706320472,"Matched on cafe cuisine, High budget in India with rating 4.4"
Karate Kitchen,1,New Delhi,77.2399315,28.5577145,"asian, chinese, thai",950,No,Yes,No,2,4.4,42,India,asian,High,0.004344677769732078,0.8800000000000001,0.6173034033309196,"Matched on asian cuisine, High budget in India with rating 4.4"
Zombie Burger + Drink Lab,216,Des Moines,-93.61474,41.590106,"burger, desserts, vegetarian",10,No,No,No,1,4.2,943,United States,burger,Low,0.09754836040136547,0.8400000000000001,0.6172645081204096,"Matched on burger cuisine, Low budget in United States with rating 4.2"
Terraï¿½_o Itï¿½ï¿½lia,30,Sï¿½ï¿½o Paulo,-46.643425,-23.545163,italian,400,No,No,No,4,4.4,37,Brazil,italian,Medium,0.0038274542257163546,0.8800000000000001,0.6171482362677149,"Matched on italian cuisine, Medium budget in Brazil with rating 4.4"
Salsa Mexican Grill,189,Sandton,28.014375,-26.021111,mexican,330,No,No,No,4,4.3,488,South Africa,mexican,Medium,0.05048101789593462,0.86,0.6171443053687804,"Matched on mexican cuisine, Medium budget in South Africa with rating 4.3"
A & A Pagliai's Pizza,216,Cedar Rapids/Iowa City,-91.5314,41.6648,pizza,25,No,No,No,2,4.3,485,United States,pizza,Low,0.05017068376952519,0.86,0.6170512051308575,"Matched on pizza cuisine, Low budget in United States with rating 4.3"
Indus Flavour,1,New Delhi,77.2029696,28.6956238,"north indian, chinese, cafe",700,Yes,Yes,No,2,4.1,1384,India,north indian,High,0.14316747698355228,0.82,0.6169502430950656,"Matched on north indian cuisine, High budget in India with rating 4.1"
Falafel Lovers,1,Surat,72.79273096,21.17334339,"lebanese, italian",650,No,No,No,2,4.3,479,India,lebanese,High,0.04955001551670632,0.86,0.6168650046550119,"Matched on lebanese cuisine, High budget in India with rating 4.3"
Esquina Mocotï¿½_,30,Sï¿½ï¿½o Paulo,-46.581672,-23.486535,"brazilian, north eastern",100,No,No,No,4,4.4,22,Brazil,brazilian,Low,0.0022757835936691837,0.8800000000000001,0.6166827350781008,"Matched on brazilian cuisine, Low budget in Brazil with rating 4.4"
Templo da Carne - Marcos Bassi,30,Sï¿½ï¿½o Paulo,-46.64633333,-23.559,"steak, bbq",250,No,No,No,4,4.4,17,Brazil,steak,Low,0.0017585600496534603,0.8800000000000001,0.616527568014896,"Matched on steak cuisine, Low budget in Brazil with rating 4.4"
Talho Capixaba,30,Rio de Janeiro,-43.22566667,-22.98516667,"bakery, sandwich, brazilian",120,No,No,No,4,4.4,13,Brazil,bakery,Low,0.0013447812144408813,0.8800000000000001,0.6164034343643322,"Matched on bakery cuisine, Low budget in Brazil with rating 4.4"
Lulu's Chocolate Bar,216,Savannah,-81.097051,32.080742,"coffee and tea, desserts",10,No,No,No,1,4.3,456,United States,coffee and tea,Low,0.04717078721423399,0.86,0.6161512361642701,"Matched on coffee and tea cuisine, Low budget in United States with rating 4.3"
The Big Mouth,189,Sandton,28.05466667,-26.1075,"grill, steak, burger, sushi, tapas",400,No,No,No,4,4.3,430,South Africa,grill,Medium,0.04448122478535223,0.86,0.6153443674356056,"Matched on grill cuisine, Medium budget in South Africa with rating 4.3"
Atlas World Grill,216,Cedar Rapids/Iowa City,-91.5341,41.661,international,40,No,No,No,3,4.3,428,United States,international,Low,0.04427433536774594,0.86,0.6152823006103237,"Matched on international cuisine, Low budget in United States with rating 4.3"
Emirgan Sï¿½_tiï¿½ï¿½,208,ï¿½ï¿½stanbul,29.05662037,41.10496881,"restaurant cafe, turkish, desserts",75,No,No,No,3,4.2,877,Turkey,restaurant cafe,Low,0.09072100962035792,0.8400000000000001,0.6152163028861073,"Matched on restaurant cafe cuisine, Low budget in Turkey with rating 4.2"
Valonia,208,ï¿½ï¿½stanbul,29.0028964,41.04481318,"restaurant cafe, desserts",80,No,No,No,3,4.2,874,Turkey,restaurant cafe,Low,0.09041067549394849,0.8400000000000001,0.6151232026481845,"Matched on restaurant cafe cuisine, Low budget in Turkey with rating 4.2"
Aloha Mixed Plate,216,Rest of Hawaii,-156.684967,20.886564,"asian, breakfast, hawaiian",10,No,No,No,1,4.2,874,United States,asian,Low,0.09041067549394849,0.8400000000000001,0.6151232026481845,"Matched on asian cuisine, Low budget in United States with rating 4.2"
The Egg Factory,216,Boise,-116.281809,43.619274,breakfast,10,No,No,No,1,4.3,422,United States,breakfast,Low,0.04365366711492707,0.86,0.6150961001344781,"Matched on breakfast cuisine, Low budget in United States with rating 4.3"
Chaophraya,215,Manchester,-2.243505,53.48174,thai,70,Yes,No,No,4,4.3,422,United Kingdom,thai,Low,0.04365366711492707,0.86,0.6150961001344781,"Matched on thai cuisine, Low budget in United Kingdom with rating 4.3"
Guido's Original New York Style Pizza,216,Boise,-116.199,43.615,pizza,10,No,No,No,1,4.3,410,United States,pizza,Low,0.04241233060928933,0.86,0.6147236991827868,"Matched on pizza cuisine, Low budget in United States with rating 4.3"
Fat Fish,1,Goa,73.76363333,15.55656111,"north indian, continental, goan",1000,No,No,No,4,4.2,856,India,north indian,High,0.08854867073549189,0.8400000000000001,0.6145646012206475,"Matched on north indian cuisine, High budget in India with rating 4.2"
Tea Villa Cafe,1,Mumbai,72.8130738,19.1311405,"cafe, italian, desserts, fast food, chinese, tea",1000,Yes,Yes,No,3,4.1,1295,India,cafe,High,0.1339608979000724,0.82,0.6141882693700217,"Matched on cafe cuisine, High budget in India with rating 4.1"
Palmshore,1,Chennai,80.20881157,13.02977985,"north indian, mughlai, chinese, south indian",850,Yes,Yes,No,2,4.2,841,India,north indian,High,0.0869970001034447,0.8400000000000001,0.6140991000310334,"Matched on north indian cuisine, High budget in India with rating 4.2"
Parker's,214,Dubai,55.27927805,25.19500831,"cafe, burger",170,No,No,No,3,4.3,386,UAE,cafe,Low,0.03992965759801386,0.86,0.6139788972794041,"Matched on cafe cuisine, Low budget in UAE with rating 4.3"
Nando's,1,Gurgaon,77.0888677,28.4954941,"portuguese, african",1200,Yes,Yes,No,3,4.0,1730,India,portuguese,High,0.17895934622944037,0.8,0.613687803868832,"Matched on portuguese cuisine, High budget in India with rating 4.0"
Chung Fa,1,Guwahati,91.783,26.17266667,chinese,600,No,No,No,2,4.3,369,India,chinese,Medium,0.0381710975483604,0.86,0.6134513292645081,"Matched on chinese cuisine, Medium budget in India with rating 4.3"
Frog Hollow Tavern,216,Augusta,-81.974944,33.478231,american,40,No,No,No,3,4.3,368,United States,american,Low,0.03806765283955726,0.86,0.6134202958518672,"Matched on american cuisine, Low budget in United States with rating 4.3"
Sansei Seafood Restaurant & Sushi Bar,216,Rest of Hawaii,-156.452556,20.733554,"japanese, seafood, sushi",40,No,No,No,3,4.2,807,United States,japanese,Low,0.0834798800041378,0.8400000000000001,0.6130439640012413,"Matched on japanese cuisine, Low budget in United States with rating 4.2"
Grit,216,Athens,-83.381625,33.960112,"international, southern, vegetarian",10,No,No,No,1,4.2,800,United States,international,Low,0.08275576704251578,0.8400000000000001,0.6128267301127547,"Matched on international cuisine, Low budget in United States with rating 4.2"
Brick Kitchen,1,Ahmedabad,72.5316389,23.0643038,"north indian, chinese, continental",900,No,No,No,3,4.3,325,India,north indian,High,0.03361953036102203,0.86,0.6120858591083066,"Matched on north indian cuisine, High budget in India with rating 4.3"
Thai Kitchen,216,Augusta,-82.1328,33.5406,thai,35,No,No,No,3,4.3,317,United States,thai,Low,0.032791972690596874,0.86,0.611837591807179,"Matched on thai cuisine, Low budget in United States with rating 4.3"
Katis Restaurant,214,Sharjah,55.37637066,25.32578908,"indian, north indian, chinese",65,No,No,No,3,4.3,316,UAE,indian,Low,0.03268852798179373,0.86,0.6118065583945381,"Matched on indian cuisine, Low budget in UAE with rating 4.3"
French Toast,1,Kochi,76.29393613,9.960845813,"continental, cafe, desserts, bakery",700,No,No,No,2,4.3,312,India,continental,High,0.032274749146581155,0.86,0.6116824247439743,"Matched on continental cuisine, High budget in India with rating 4.3"
