Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category
Ku-Kukdu-Ku,1,Gurgaon,77.0665649,28.4872533,north indian,250,No,No,No,1,0.0,0,India,north indian,Low
Mogambo Kitchen,1,Gurgaon,77.0834007,28.4978821,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Noore-e-Seva,1,Gurgaon,77.0671777,28.490597,"mughlai, biryani",150,No,No,No,1,0.0,0,India,mughlai,Low
Premier Bite,1,Gurgaon,77.08617,28.5128925,"north indian, chinese, south indian",400,No,No,No,1,0.0,1,India,north indian,Medium
Renu Sweets & Restaurant,1,Gurgaon,77.0693753,28.4909024,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium
Street Foods by Punjab Grill,1,Gurgaon,77.081314,28.4999667,"street food, north indian",600,No,No,No,2,0.0,1,India,street food,Medium
Tpot,1,Gurgaon,77.085902,28.509468,cafe,400,No,Yes,No,1,0.0,1,India,cafe,Medium
Uttrakhand Bohra Bhojnalaya & Fast Food,1,Gurgaon,77.0683497,28.4907415,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Uttrakhand Dhaba,1,Gurgaon,77.0762102,28.5114797,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Tea Halt,1,Gurgaon,77.0555019,28.443247,cafe,400,No,Yes,No,1,3.1,82,India,cafe,Medium
Dunkin' Donuts,1,Gurgaon,77.0563348,28.4429124,"burger, desserts, fast food",600,No,Yes,No,2,3.5,302,India,burger,Medium
Indian Bistro Company,1,Gurgaon,77.05503501,28.44359498,north indian,750,No,No,No,2,3.7,276,India,north indian,High
Department of Food and Social Affair,1,Gurgaon,0.0,0.0,fast food,300,No,No,No,1,0.0,0,India,fast food,Medium
Tpot,1,Gurgaon,77.0563114,28.4435939,cafe,800,No,Yes,No,2,0.0,3,India,cafe,High
Anaaj,1,Gurgaon,77.0714665,28.5096403,"north indian, fast food",500,No,No,No,2,2.9,7,India,north indian,Medium
Au Bon Pain,1,Gurgaon,77.07236174,28.51055995,"cafe, bakery",600,No,No,No,2,2.8,8,India,cafe,Medium
Cafe Coffee Day,1,Gurgaon,77.0715115,28.509779,cafe,450,No,No,No,1,3.1,10,India,cafe,Medium
Cafe Friends,1,Gurgaon,77.0712658,28.5095992,"cafe, fast food, street food",600,No,No,No,2,3.2,31,India,cafe,Medium
Chinese Bistro,1,Gurgaon,77.0714665,28.5096403,chinese,600,No,No,No,2,2.9,5,India,chinese,Medium
Dunkin' Donuts,1,Gurgaon,77.0715115,28.509779,"burger, desserts, fast food",600,No,No,No,2,3.4,87,India,burger,Medium
Madras Coffee House,1,Gurgaon,77.0720511,28.5103687,south indian,300,No,No,No,1,3.0,4,India,south indian,Medium
McDonald's,1,Gurgaon,77.0714215,28.5096807,"fast food, burger",500,No,No,No,2,3.3,35,India,fast food,Medium
Nukkadwala,1,Gurgaon,77.07199864,28.51028625,"fast food, street food",300,No,No,No,1,3.2,25,India,fast food,Medium
Salad Chef,1,Gurgaon,77.07128014,28.5095226,"healthy food, fast food, salad",400,No,Yes,No,1,3.2,44,India,healthy food,Medium
Subway,1,Gurgaon,77.0715115,28.509779,"american, fast food, salad, healthy food",500,No,No,No,2,3.3,27,India,american,Medium
Tea Halt,1,Gurgaon,77.0715115,28.509779,cafe,400,No,Yes,No,1,2.7,14,India,cafe,Medium
The Kachori Co.,1,Gurgaon,77.0714703,28.5096854,street food,200,No,No,No,1,2.5,11,India,street food,Low
Urban Dhaba,1,Gurgaon,77.0714665,28.5096403,north indian,700,No,Yes,No,2,3.2,11,India,north indian,High
A Piece of Paris,1,Gurgaon,77.0716878,28.510247,"desserts, bakery",600,No,Yes,No,2,3.9,43,India,desserts,Medium
Chaayos,1,Gurgaon,77.0715115,28.5096894,"cafe, tea",400,No,Yes,No,1,3.8,127,India,cafe,Medium
Doughlicious,1,Gurgaon,77.07169354,28.50969289,"bakery, desserts, fast food",550,No,No,No,2,3.6,60,India,bakery,Medium
Eggers Madhouse,1,Gurgaon,77.0713316,28.5096721,fast food,500,No,Yes,No,2,3.7,51,India,fast food,Medium
Live Wok,1,Gurgaon,77.0714215,28.5096807,"chinese, asian, thai",500,Yes,No,No,2,3.6,45,India,chinese,Medium
Orange Chopsticks,1,Gurgaon,77.07144342,28.50954204,"chinese, thai, asian",1300,Yes,Yes,No,3,3.5,200,India,chinese,High
Pizzoccheri,1,Gurgaon,77.07135793,28.50954764,"fast food, pizza",800,Yes,No,No,2,3.6,76,India,fast food,High
Creamy Innovation,1,Gurgaon,0.0,0.0,bakery,500,No,No,No,2,0.0,0,India,bakery,Medium
Dosa Republic,1,Gurgaon,77.0714665,28.5096403,south indian,300,No,No,No,1,0.0,1,India,south indian,Medium
Giani's,1,Gurgaon,77.0716464,28.5096576,"ice cream, desserts",250,No,No,No,1,0.0,2,India,ice cream,Low
Chai Point,1,Gurgaon,77.0717813,28.5099843,"tea, fast food",200,No,Yes,No,1,2.4,49,India,tea,Low
3H Kitchen,1,Gurgaon,77.0310152,28.5088255,"north indian, chinese",600,No,No,No,2,2.9,15,India,north indian,Medium
Manish Sweets & Bakers,1,Gurgaon,77.0313937,28.5085989,"mithai, bakery, street food",200,No,No,No,1,2.8,5,India,mithai,Low
Oasis Kitchen,1,Gurgaon,77.0316635,28.5088043,"chinese, north indian",250,No,No,No,1,2.9,6,India,chinese,Low
Ramchandra Chinese Food,1,Gurgaon,77.0309826,28.508564,"chinese, fast food",250,No,Yes,No,1,2.7,10,India,chinese,Low
Sona Chinese,1,Gurgaon,77.0308539,28.5090845,chinese,400,No,No,No,1,2.8,14,India,chinese,Medium
The Pastry Hut,1,Gurgaon,77.0313937,28.5088678,"bakery, desserts",150,No,Yes,No,1,2.9,13,India,bakery,Low
Aggarwal Sweets & Restaurant,1,Gurgaon,77.0311238,28.5088417,mithai,100,No,No,No,1,0.0,0,India,mithai,Low
Bhoomika,1,Gurgaon,77.0842702,28.4604845,"bakery, desserts",250,No,No,No,1,2.9,6,India,bakery,Low
FoodZilla,1,Gurgaon,77.0841917,28.4603512,"chinese, assamese",700,No,Yes,No,2,3.3,153,India,chinese,High
Goli Vada Pav No. 1,1,Gurgaon,77.0839756,28.4598562,street food,150,No,Yes,No,1,3.4,151,India,street food,Low
Indo Chinese,1,Gurgaon,0.0,0.0,"north indian, chinese",200,No,No,No,1,3.2,12,India,north indian,Low
Kathi Junction,1,Gurgaon,77.0836521,28.4606579,fast food,400,No,Yes,No,1,3.0,89,India,fast food,Medium
Romi da Dhaba,1,Gurgaon,77.083832,28.4600476,north indian,550,No,Yes,No,2,3.1,122,India,north indian,Medium
Shamji Snacks,1,Gurgaon,77.0843266,28.4602296,"mithai, street food, south indian, chinese, north indian",400,No,No,No,1,2.7,83,India,mithai,Medium
The Lunch Break,1,Gurgaon,77.0835622,28.46047,north indian,200,No,No,No,1,2.9,7,India,north indian,Low
Veg O Non,1,Gurgaon,77.0843266,28.459871,north indian,650,No,No,No,2,3.1,21,India,north indian,High
Alwar Sweets,1,Gurgaon,77.0842816,28.4603598,"mithai, street food",200,No,No,No,1,3.5,66,India,mithai,Low
Bakers Oven,1,Gurgaon,77.083832,28.4606752,"bakery, desserts",600,No,Yes,No,2,3.6,69,India,bakery,Medium
Burgzz Bee,1,Gurgaon,77.0840568,28.4599348,"burger, fast food",250,No,Yes,No,1,3.6,60,India,burger,Low
Chinese Corner,1,Gurgaon,77.0839219,28.4597873,"chinese, thai",500,No,Yes,No,2,3.6,369,India,chinese,Medium
Iroha,1,Gurgaon,77.0832025,28.4599872,"bakery, fast food",400,No,No,No,1,3.7,63,India,bakery,Medium
Chaudhary Burfi Wala,1,Gurgaon,77.0843266,28.4605883,"mithai, street food",150,No,No,No,1,0.0,2,India,mithai,Low
Curry 'n' Phulka,1,Gurgaon,77.0837421,28.4607562,"north indian, chinese",400,No,Yes,No,1,2.4,83,India,north indian,Medium
Wah Ji Wah,1,Gurgaon,77.0832256,28.4605726,north indian,400,No,Yes,No,1,2.2,142,India,north indian,Medium
Woods Spice,1,Gurgaon,77.0573475,28.4428081,"continental, north indian",1300,Yes,No,No,3,3.2,36,India,continental,High
Mocha,1,Guwahati,91.773932,26.16149,"cafe, italian",800,No,No,No,3,4.6,394,India,cafe,High
The Basement Cafï¿½ï¿½,1,Guwahati,91.77524608,26.1802428,cafe,600,No,No,No,2,4.7,126,India,cafe,Medium
Strawberry Fields,1,Guwahati,91.77495472,26.18470185,cafe,500,No,No,No,2,4.1,290,India,cafe,Medium
Confucius,1,Guwahati,91.77739722,26.15735,"chinese, thai",750,No,No,No,3,4.1,304,India,chinese,High
The Woking Mama,1,Guwahati,0.0,0.0,"chinese, thai, japanese, asian",1300,No,No,No,3,4.4,129,India,chinese,High
The Zouq : Resto-Cafe,1,Guwahati,0.0,0.0,"cafe, north indian, italian",500,No,No,No,2,4.1,124,India,cafe,Medium
BrewBakes,1,Guwahati,91.806493,26.13298761,"cafe, continental, chinese",500,No,No,No,2,4.0,28,India,cafe,Medium
Yo! China,1,Guwahati,91.75816667,26.171,chinese,800,No,No,No,3,3.6,327,India,chinese,High
4 Seasons,1,Guwahati,91.75316667,26.19166667,"chinese, north indian",300,No,No,No,1,3.6,142,India,chinese,Medium
11th Avenue Cafe Bistro,1,Guwahati,91.75231431,26.18600148,"cafe, american, italian, continental",400,No,No,No,2,4.1,377,India,cafe,Medium
Cafï¿½ï¿½ Riverrun,1,Guwahati,91.75386279,26.19376437,"continental, juices, cafe, desserts, salad, italian",500,No,No,No,2,4.2,99,India,continental,Medium
Fat Belly,1,Guwahati,91.75222128,26.18571587,"asian, chinese, tibetan",500,No,No,No,2,4.1,25,India,asian,Medium
The Corner Cafe,1,Guwahati,0.0,0.0,"cafe, continental",850,No,No,No,3,4.1,179,India,cafe,High
Chung Fa,1,Guwahati,91.783,26.17266667,chinese,600,No,No,No,2,4.3,369,India,chinese,Medium
Shanghai Salsa,1,Guwahati,91.78535556,26.17221667,"continental, fast food, chinese, charcoal grill, mexican",1000,No,No,No,3,4.0,256,India,continental,High
Three Guys,1,Guwahati,91.77896976,26.16767011,"continental, north indian, chinese, arabian, thai",700,No,No,No,2,4.3,233,India,continental,High
Ziya,1,Guwahati,0.0,0.0,"continental, chinese",700,No,No,No,2,4.3,96,India,continental,High
Pine & Dine,1,Hyderabad,78.3754674,17.4558938,"north indian, south indian, chinese",700,Yes,Yes,No,2,4.0,682,India,north indian,High
Conï¿½_u,1,Hyderabad,78.40832144,17.43166813,"bakery, desserts",600,No,No,No,2,4.8,1023,India,bakery,Medium
Mocha Bar,1,Hyderabad,78.41821343,17.43044843,"north indian, continental, italian",1200,Yes,No,No,3,4.2,221,India,north indian,High
Prost Brew Pub,1,Hyderabad,78.40035025,17.43147653,"italian, continental, chinese",1200,Yes,No,No,3,4.1,594,India,italian,High
United Kitchens of India,1,Hyderabad,78.40749498,17.42622756,"north indian, andhra, chettinad, bengali, mughlai, chinese",1100,Yes,No,No,3,4.1,1431,India,north indian,High
Churrolto,1,Hyderabad,78.393391,17.440827,"desserts, cafe, mexican",500,No,No,No,2,4.7,344,India,desserts,Medium
The Grand Trunk Road,1,Hyderabad,78.38588309,17.45197577,"north indian, chinese",1100,No,Yes,No,3,3.9,616,India,north indian,High
KYRO,1,Indore,75.8660587,22.6952067,"north indian, chinese, continental, mediterranean, asian",1300,No,No,No,3,3.7,238,India,north indian,High
JAL - A Jungle Restaurant,1,Indore,75.88199135,22.65184685,"north indian, chinese",850,No,No,No,3,4.1,100,India,north indian,High
Oye24,1,Indore,75.86669887,22.75185706,"north indian, chinese, south indian",250,No,No,No,1,4.1,152,India,north indian,Low
Mangosteen Cafe,1,Indore,75.8841666,22.7270206,"cafe, fast food, italian, mexican",700,No,No,No,2,3.9,430,India,cafe,High
Mama Loca,1,Indore,75.884212,22.7281631,"greek, lebanese",1000,No,No,No,3,4.2,304,India,greek,High
Vidorra,1,Indore,75.8869592,22.722634,"north indian, chinese",1200,No,No,No,3,4.0,404,India,north indian,High
Cafe Palette,1,Indore,75.8984969,22.7257475,"cafe, lebanese, italian",800,No,No,No,3,3.8,214,India,cafe,High
Nafees Restaurant,1,Indore,75.8876482,22.7258351,"north indian, mughlai",850,No,No,No,3,4.0,496,India,north indian,High
Freito,1,Indore,75.8934001,22.7480596,"mexican, italian",650,No,No,No,2,3.1,26,India,mexican,High
Cafe Terazza,1,Indore,75.89247074,22.74504922,"cafe, italian, mexican, chinese",700,No,No,No,2,3.9,502,India,cafe,High
Cafe Yolo,1,Indore,75.88636234,22.76159306,"cafe, fast food",650,No,No,No,2,3.8,69,India,cafe,High
Just My Bakes,1,Indore,75.892574,22.7600723,"cafe, bakery",500,No,No,No,2,3.9,69,India,cafe,Medium
Cakesmith's Alley,1,Indore,75.8875215,22.7612256,"bakery, cafe, fast food",400,No,No,No,2,4.3,87,India,bakery,Medium
The Yellow Chilli,1,Indore,75.8974292,22.7538385,"north indian, mughlai, seafood",1100,No,No,No,3,4.1,181,India,north indian,High
Waffle House,1,Indore,75.8931063,22.745536,"cafe, fast food",500,No,No,No,2,4.3,171,India,cafe,Medium
Mocha,1,Indore,75.8747647,22.7322253,"cafe, continental, italian, street food",800,No,No,No,3,4.0,341,India,cafe,High
Tapri Central,1,Jaipur,75.81075322,26.90518991,"cafe, fast food, street food",750,No,Yes,No,2,4.7,1469,India,cafe,High
Nibs Cafe,1,Jaipur,75.7942573,26.9023283,"cafe, italian, continental",750,No,Yes,No,2,4.4,389,India,cafe,High
On The House,1,Jaipur,75.7945919,26.9052866,"italian, continental, mexican, cafe, bakery",1300,No,Yes,No,3,4.4,843,India,italian,High
WTF,1,Jaipur,75.797282,26.9119271,"continental, italian, north indian, lebanese, thai",1000,No,No,No,3,4.0,212,India,continental,High
Taruveda Bistro,1,Jaipur,75.7890337,26.91137752,"cafe, italian, japanese, continental",1000,No,Yes,No,3,4.2,633,India,cafe,High
Mutual's,1,Jaipur,75.80068856,26.8884204,"cafe, mexican, italian, north indian, fast food",650,No,Yes,No,2,4.2,198,India,cafe,High
O2- The Plant Cafe,1,Jaipur,75.80208298,26.89119117,continental,700,No,No,No,2,4.1,148,India,continental,High
Cafe LazyMojo,1,Jaipur,75.80051154,26.84959558,"cafe, mexican, italian, continental",800,No,Yes,No,2,4.3,798,India,cafe,High
Sky Beach,1,Jaipur,75.75289118,26.91398711,"north indian, continental, chinese, mexican, italian, desserts",1000,No,No,No,3,2.6,46,India,north indian,High
Decked Up By Garden Cafe,1,Jaipur,75.7528205,26.9137256,"cafe, fast food, north indian",1200,No,Yes,No,3,3.9,310,India,cafe,High
Calzone- Dine & Rooftop Lounge,1,Jaipur,75.776649,26.9564308,"continental, mexican, north indian, chinese",800,No,Yes,No,2,3.7,112,India,continental,High
Hucka,1,Kanpur,80.32070833,26.48367222,"chinese, fast food",550,No,No,No,2,3.3,148,India,chinese,Medium
The Zaffran,1,Kanpur,80.31356357,26.47161686,"north indian, continental, asian",800,No,No,No,3,3.3,51,India,north indian,High
Gyan Vaishnav,1,Kanpur,80.31634444,26.46900278,north indian,400,No,No,No,2,3.9,97,India,north indian,Medium
Liquid,1,Kanpur,80.31345762,26.47152862,"finger food, north indian, continental, italian, mediterranean",1000,No,No,No,3,4.0,24,India,finger food,High
Urban Crave Express,1,Kanpur,0.0,0.0,"cafe, italian",600,No,No,No,2,3.5,43,India,cafe,Medium
Mr Brown,1,Kanpur,0.0,0.0,"bakery, desserts, fast food",500,No,No,No,2,3.9,97,India,bakery,Medium
Dunkin Donuts,1,Kanpur,80.352677,26.473698,"desserts, fast food",500,No,No,No,2,4.1,87,India,desserts,Medium
Little Chef,1,Kanpur,80.351569,26.47775,"north indian, fast food",1000,No,No,No,3,4.1,158,India,north indian,High
Tadka,1,Kanpur,80.299775,26.48154722,north indian,1000,No,No,No,3,3.8,97,India,north indian,High
Upper Crust,1,Kanpur,80.32093889,26.48241944,"bakery, fast food",350,No,No,No,2,3.4,49,India,bakery,Medium
Anaicha's Food Joint,1,Kanpur,80.31562778,26.48258056,"chinese, north indian, continental",850,No,No,No,3,3.6,106,India,chinese,High
Aromas,1,Kanpur,80.31783333,26.48304167,fast food,350,No,No,No,2,4.1,171,India,fast food,Medium
Nawras Seafood Restaurant,1,Kochi,76.28500095,9.979362921,seafood,1000,No,No,No,3,4.6,289,India,seafood,High
Ifthar,1,Kochi,76.31001944,10.02804722,kerala,350,No,No,No,1,3.8,281,India,kerala,Medium
Dhe Puttu,1,Kochi,76.31063056,10.02068333,kerala,600,No,Yes,No,2,4.4,662,India,kerala,Medium
Kashi Art Cafe,1,Kochi,76.24298056,9.966783333,"european, cafe",600,No,No,No,2,4.2,659,India,european,Medium
Grand Hotel Restaurant,1,Kochi,76.28544722,9.970716667,"north indian, kerala, chinese, continental",1000,No,No,No,3,4.2,394,India,north indian,High
Chiyang,1,Kochi,76.28112778,9.985697222,"chinese, continental",800,No,No,No,2,3.7,277,India,chinese,High
Slice of Spice,1,Kochi,76.27699893,9.985496938,"fast food, biryani",400,No,Yes,No,1,4.0,246,India,fast food,Medium
Mustake Multicuisine Restaurant,1,Kochi,76.34951615,10.00070594,"chinese, thai, north indian, south indian",1000,No,Yes,No,3,3.7,145,India,chinese,High
Palaaram,1,Kochi,76.33695804,10.03557278,"kerala, fast food",550,No,No,No,2,3.7,105,India,kerala,Medium
Tonico Cafe,1,Kochi,76.34539722,10.00688056,cafe,400,No,No,No,1,4.0,406,India,cafe,Medium
Cafe 17,1,Kochi,76.29521111,9.988483333,"cafe, continental, italian",700,No,Yes,No,2,4.4,333,India,cafe,High
ChaiCofi,1,Kochi,76.29313611,9.991702778,"cafe, continental, italian",800,No,No,No,2,4.0,160,India,cafe,High
Bloomsbury's Boutique Cafe and Artisan Bakery,1,Kochi,76.30805278,10.02701389,"cafe, bakery, desserts",650,No,Yes,No,2,4.2,482,India,cafe,High
Paragon,1,Kochi,76.30825833,10.02736389,"kerala, south indian, continental, north indian, seafood, chinese",900,No,No,No,2,4.3,722,India,kerala,High
Aangan - Downtown Multicuisine Restaurant,1,Kochi,76.30758885,10.00306395,"chinese, seafood, north indian, biryani",650,No,No,No,2,4.2,146,India,chinese,High
Ali Baba & 41 Dishes,1,Kochi,76.29610556,9.959777778,"kerala, south indian, chinese, biryani",400,No,No,No,1,3.5,348,India,kerala,Medium
Cocoa Tree,1,Kochi,76.29678333,9.957144444,"italian, seafood, mediterranean, desserts, cafe",1000,No,No,No,3,4.3,658,India,italian,High
French Toast,1,Kochi,76.29393613,9.960845813,"continental, cafe, desserts, bakery",700,No,No,No,2,4.3,312,India,continental,High
Thakkaaram,1,Kochi,76.31736111,9.979186111,"kerala, south indian",600,No,No,No,2,3.6,361,India,kerala,Medium
Hoppipola,1,Kolkata,88.3933102,22.51458534,"italian, mexican, american, mediterranean",1200,No,Yes,No,3,4.2,1103,India,italian,High
Spice Kraft,1,Kolkata,88.3644527,22.5264613,"continental, middle eastern, asian",1200,No,No,No,3,4.8,1424,India,continental,High
Nawwarah,1,Kolkata,88.364878,22.538731,"chinese, cafe, north indian, desserts",1000,No,No,No,3,3.9,326,India,chinese,High
6 Ballygunge Place,1,Kolkata,88.36862817,22.52789315,bengali,1000,Yes,Yes,No,3,4.4,1778,India,bengali,High
Mumbai Local,1,Kolkata,88.3662166,22.5336623,"north indian, chinese, street food",1200,Yes,No,No,3,4.2,704,India,north indian,High
Santa's Fantasea,1,Kolkata,88.36783022,22.51508182,"seafood, chinese",800,No,No,No,2,4.2,2584,India,seafood,High
India Restaurant,1,Kolkata,88.3223365,22.5389989,"biryani, north indian, chinese, mughlai",800,Yes,Yes,No,2,4.6,1219,India,biryani,High
Mocambo,1,Kolkata,88.3532734,22.5532273,"continental, italian, north indian",1050,No,Yes,No,3,3.5,4464,India,continental,High
BarBQ,1,Kolkata,88.35231029,22.55299638,"chinese, north indian",900,No,Yes,No,2,4.2,5288,India,chinese,High
Peter Cat,1,Kolkata,88.352885,22.5526719,"continental, north indian",1000,No,Yes,No,3,4.3,7574,India,continental,High
What's Up,1,Kolkata,88.36250436,22.51411859,"cafe, chinese, continental",1000,Yes,No,No,3,4.0,1126,India,cafe,High
Grandson of Tunday Kababi,1,Lucknow,80.92743056,26.84850556,"mughlai, lucknowi",300,No,No,No,1,4.9,1057,India,mughlai,Medium
Frozen Factory,1,Lucknow,0.0,0.0,"desserts, ice cream",200,No,No,No,1,4.5,144,India,desserts,Low
Mocha,1,Lucknow,81.0011849,26.8528099,"cafe, italian, continental",800,No,No,No,3,4.6,567,India,cafe,High
Chemistry Cafï¿½ï¿½,1,Lucknow,0.0,0.0,"cafe, continental, chinese",650,No,No,No,2,3.5,147,India,cafe,High
Homeys Cafe,1,Lucknow,80.99,26.86,"cafe, fast food",450,No,No,No,2,3.9,217,India,cafe,Medium
Percussion,1,Lucknow,80.9945959,26.8551778,"continental, north indian, asian",1000,No,No,No,3,3.7,514,India,continental,High
The Urban Terrace,1,Lucknow,81.0232496,26.8517588,"north indian, continental",1100,No,No,No,3,3.9,268,India,north indian,High
Free Spirit,1,Lucknow,81.01515904,26.86744546,"cafe, italian",450,No,No,No,2,4.3,106,India,cafe,Medium
Spice Caves,1,Lucknow,80.99885715,26.85338395,"north indian, chinese, mughlai",1200,No,No,No,3,4.2,691,India,north indian,High
The Chocolate Heaven,1,Lucknow,81.00087417,26.85585347,"cafe, italian, desserts",400,No,No,No,2,4.1,165,India,cafe,Medium
The Pebbles Bistro,1,Lucknow,81.01126765,26.85123157,european,1000,No,No,No,3,4.1,80,India,european,High
Underdoggs Sports Bar & Grill,1,Lucknow,0.0,0.0,"mediterranean, italian, american",1300,No,No,No,3,4.3,124,India,mediterranean,High
Vintage Machine,1,Lucknow,81.00043965,26.8536376,"italian, american, lebanese",1000,No,No,No,3,4.3,887,India,italian,High
Bar Bar,1,Lucknow,0.0,0.0,"cafe, chinese, thai, north indian, continental",1000,No,No,No,3,4.0,79,India,cafe,High
Dastarkhwan,1,Lucknow,80.93688889,26.85263889,mughlai,400,No,No,No,2,4.4,818,India,mughlai,Medium
The Cherry Tree Cafe,1,Lucknow,80.9415,26.852,"cafe, bakery",400,No,No,No,2,4.1,288,India,cafe,Medium
Royal Sky,1,Lucknow,80.94088611,26.85019167,"north indian, mughlai, chinese, continental",1100,No,No,No,3,4.2,762,India,north indian,High
Colours by Royal Cafe - Royal Inn,1,Lucknow,80.945099,26.855957,"north indian, mughlai, chinese",1000,No,No,No,3,4.2,411,India,north indian,High
Cappuccino Blast,1,Lucknow,80.947029,26.834638,"cafe, fast food",700,No,No,No,2,4.0,587,India,cafe,High
Basant Restaurant,1,Ludhiana,75.84273856,30.87398772,"north indian, chinese, fast food",800,No,No,No,2,3.6,93,India,north indian,High
Basant,1,Ludhiana,75.83981965,30.91405691,"north indian, chinese, south indian, fast food",400,No,No,No,1,3.9,109,India,north indian,Medium
Mocha,1,Ludhiana,75.82210299,30.89520443,cafe,800,No,No,No,2,3.7,153,India,cafe,High
Pirates Of Grill,1,Ludhiana,0.0,0.0,"north indian, mughlai",1300,No,No,No,3,3.9,41,India,north indian,High
Domino's Pizza,1,Ludhiana,75.82219854,30.89285962,"pizza, fast food",700,No,No,No,2,3.6,86,India,pizza,High
Nando's,1,Ludhiana,75.8214948,30.89308145,"portuguese, african",1200,No,No,No,3,3.8,156,India,portuguese,High
Belfrance Luxury Chocolates,1,Ludhiana,75.82181666,30.893244,"cafe, continental, italian, bakery",1100,No,No,No,3,4.4,138,India,cafe,High
